"site_code","site","site_type","organization","lat_dd","long_dd","year","date","time_start","time_end","n_nights","n_hours","proper_fishing_yn","subsample_yn","n_megalope","n_instar","megalope_hr","instar_hr"
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-05-27,"0.85416666666666663","0.22916666666666666",2,46.75,"Y","N",0,1,0,0.0213903743315508
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-05-29,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-05-30,"0.875","0.22916666666666666",1,23.3541666666667,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-01,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",167,18,3.57537912578055,0.385370205173952
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-03,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",83,29,1.77698483496878,0.620874219446922
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-04,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",40,7,1.71428571428571,0.3
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-05,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",2,2,0.0857142857142857,0.0857142857142857
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-06,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",5,0,0.214285714285714,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-08,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",8,0,0.171428571428571,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-10,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",4,2,0.0857142857142857,0.0428571428571429
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-11,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",2,0,0.0857142857142857,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-13,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",10,1,0.214285714285714,0.0214285714285714
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-15,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",7,1,0.15,0.0214285714285714
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-17,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",15,3,0.321428571428571,0.0642857142857143
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-19,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",12,2,0.257142857142857,0.0428571428571429
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-20,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",4,0,0.171428571428571,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-22,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",5,0,0.107142857142857,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-24,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",6,0,0.128571428571429,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-25,"0.875","0.20833333333333334",1,23.3333333333333,"Y","N",7,0,0.3,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-27,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",23,1,0.492857142857143,0.0214285714285714
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-06-29,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",204,16,4.37142857142857,0.342857142857143
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-01,"0.875","0.20833333333333334",2,46.6666666666667,"Y","N",1482,16,31.7571428571429,0.342857142857143
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-02,"0.875","0.22916666666666666",1,23.3541666666667,"Y","N",1189,25,50.9116859946476,1.07047279214987
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-03,"0.875","0.22916666666666666",1,23.3541666666667,"Y","N",696,27,29.8019625334523,1.15611061552186
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-05,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",76,4,1.6271186440678,0.0856378233719893
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-07,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",68,13,1.45584299732382,0.278322925958965
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-09,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",71,5,1.52007136485281,0.107047279214987
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-11,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",35,0,0.749330954504906,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-13,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",50,0,1.07047279214987,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-15,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",28,6,0.599464763603925,0.128456735057984
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-17,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",31,2,0.663693131132917,0.0428189116859946
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-18,"0.875","0.22916666666666666",1,23.3541666666667,"Y","N",23,0,0.984834968777877,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-20,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",7,0,0.149866190900981,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-22,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",18,2,0.385370205173952,0.0428189116859946
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-23,"0.875","0.22916666666666666",1,23.3541666666667,"Y","N",21,0,0.899197145405888,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-25,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",5,1,0.107047279214987,0.0214094558429973
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-27,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",10,0,0.214094558429973,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-29,"0.875","0.22916666666666666",2,46.7083333333333,"Y","N",56,7,1.19892952720785,0.149866190900981
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-07-30,"0.85416666666666663","0.25",1,23.3958333333333,"Y","N",163,0,6.96705253784506,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-01,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",35,5,0.7479964381122,0.106856634016029
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-03,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",24,3,0.512911843276937,0.0641139804096171
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-05,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",10,7,0.213713268032057,0.14959928762244
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-07,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",3,0,0.0641139804096171,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-08,"0.85416666666666663","0.25",1,23.3958333333333,"Y","N",4,0,0.170970614425646,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-10,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-12,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",2,0,0.0427426536064114,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-13,"0.85416666666666663","0.25",1,23.3958333333333,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-15,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-17,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-19,"0.85416666666666663","0.25",2,46.7916666666667,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-21,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-22,"0.83333333333333337","0.27083333333333331",1,23.4375,"Y","N",1,0,0.0426666666666667,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-24,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",2,0,0.0426666666666667,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-26,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-27,"0.83333333333333337","0.27083333333333331",1,23.4375,"Y","N",1,0,0.0426666666666667,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-29,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-08-31,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-09-03,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-09-05,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-09-07,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-09-09,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2019,2019-09-11,"0.83333333333333337","0.27083333333333331",2,46.875,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-08,"0.8125","0.29166666666666669",2,23,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-09,"0.8125","0.29166666666666669",1,11.5,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-11,"0.8125","0.29166666666666669",2,23,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-13,"0.8125","0.29166666666666669",2,23,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-15,"0.83333333333333337","0.27083333333333331",2,21,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-16,"0.83333333333333337","0.27083333333333331",1,10.5,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-18,"0.83333333333333337","0.27083333333333331",2,21,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-20,"0.83333333333333337","0.27083333333333331",2,21,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-22,"0.83333333333333337","0.27083333333333331",2,21,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-23,"0.83333333333333337","0.27083333333333331",1,10.5,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-25,"0.83333333333333337","0.27083333333333331",2,21,"Y","Y",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-27,"0.83333333333333337","0.27083333333333331",2,21,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-28,"0.83333333333333337","0.25",1,10,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-04-30,"0.83333333333333337","0.25",2,20,"Y","N",NA,0,NA,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-02,"0.83333333333333337","0.25",2,20,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-04,"0.83333333333333337","0.25",2,20,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-06,"0.83333333333333337","0.25",2,20,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-07,"0.83333333333333337","0.25",1,10,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-09,"0.83333333333333337","0.25",2,20,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-11,"0.83333333333333337","0.25",2,20,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-13,"0.85416666666666663","0.25",2,19,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-14,"0.85416666666666663","0.25",1,9.5,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-16,"0.85416666666666663","0.25",2,19,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-18,"0.85416666666666663","0.25",2,19,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-20,"0.85416666666666663","0.25",2,19,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-21,"0.85416666666666663","0.25",1,9.5,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-23,"0.85416666666666663","0.25",2,19,"Y","N",1,0,0.0526315789473684,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-25,"0.85416666666666663","0.25",2,19,"Y","N",7,0,0.368421052631579,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-26,"0.85416666666666663","0.22916666666666666",1,9,"Y","N",3,0,0.333333333333333,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-28,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",5,1,0.277777777777778,0.0555555555555556
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-05-30,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",4,1,0.222222222222222,0.0555555555555556
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-01,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",1,1,0.0555555555555556,0.0555555555555556
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-03,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",3,0,0.166666666666667,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-04,"0.85416666666666663","0.22916666666666666",1,9,"Y","N",0,0,0,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-06,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",3,0,0.166666666666667,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-08,"0.85416666666666663","0.22916666666666666",2,18,"Y","N",4,0,0.222222222222222,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-10,"0.875","0.22916666666666666",2,17,"Y","N",43,0,2.52941176470588,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-11,"0.875","0.22916666666666666",1,8.5,"Y","N",39,0,4.58823529411765,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-13,"0.875","0.22916666666666666",2,17,"Y","N",9,0,0.529411764705882,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-15,"0.875","0.22916666666666666",2,17,"Y","N",7,0,0.411764705882353,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-17,"0.875","0.22916666666666666",2,17,"Y","N",6,0,0.352941176470588,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-18,"0.875","0.22916666666666666",1,8.5,"Y","N",6,0,0.705882352941177,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-20,"0.875","0.22916666666666666",2,17,"Y","N",22,1,1.29411764705882,0.0588235294117647
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-22,"0.875","0.22916666666666666",1,8.5,"Y","N",85,3,10,0.352941176470588
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-24,"0.875","0.22916666666666666",2,17,"Y","N",45,10,2.64705882352941,0.588235294117647
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-25,"0.875","0.22916666666666666",1,8.5,"Y","N",57,3,6.70588235294118,0.352941176470588
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-27,"0.875","0.22916666666666666",2,17,"Y","N",23,2,1.35294117647059,0.117647058823529
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-29,"0.875","0.22916666666666666",2,17,"Y","N",22,0,1.29411764705882,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-06-30,"0.875","0.22916666666666666",1,8.5,"Y","N",59,0,6.94117647058824,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-02,"0.875","0.22916666666666666",2,17,"Y","N",10,3,0.588235294117647,0.176470588235294
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-04,"0.875","0.22916666666666666",2,17,"Y","N",25,4,1.47058823529412,0.235294117647059
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-06,"0.875","0.22916666666666666",2,17,"Y","N",26,7,1.52941176470588,0.411764705882353
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-07,"0.85416666666666663","0.25",1,9.5,"Y","N",5,0,0.526315789473684,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-09,"0.85416666666666663","0.25",2,19,"Y","N",18,6,0.947368421052632,0.315789473684211
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-11,"0.85416666666666663","0.25",2,19,"Y","N",1,0,0.0526315789473684,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-13,"0.85416666666666663","0.25",2,19,"Y","N",2,0,0.105263157894737,0
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-15,"0.85416666666666663","0.25",2,19,"Y","N",12,1,0.631578947368421,0.0526315789473684
"ANA","Fidalgo Bay - Anacortes","public dock","Swinomish Indian Tribal Community",48.510059,-122.604745,2020,2020-07-16,"0.85416666666666663","0.25",1,9.5,"Y","N",28,0,2.94736842105263,0
